sex,race_known,reason_stopped,searched,search_based_on,search_found,race,arrest_date,arrest_time,lng,lat
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-10-20,2020-10-20 17:34:00,-97.70149257275482,30.228000722333668
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-01-28,2020-01-28 21:27:00,-97.7610351116362,30.221506733743446
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-01-02,2020-01-02 23:44:00,-97.7550773049684,30.222363298425932
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-01-25,2020-01-25 08:40:00,-97.75351824023592,30.238759610992894
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-04-07,2020-04-07 14:53:00,-97.76506380177518,30.188504043507194
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-01-09,2020-01-09 22:40:00,-97.73778288272635,30.194994711539763
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-09-01,2020-09-01 17:06:00,-97.71658739268418,30.20556464786382
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-10-09,2020-10-09 19:52:00,-97.8506977032837,30.233966495258752
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-04-14,2020-04-14 22:00:00,-97.84026206796665,30.435407246656148
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-07-24,2020-07-24 03:29:00,-97.68672258746581,30.333566598120242
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-12-04,2020-12-04 20:46:00,-97.72418747902519,30.371909944473433
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-09-29,2020-09-29 03:02:00,-97.74135289493066,30.289813394459685
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-01-24,2020-01-24 22:18:00,-97.7197278451867,30.270548019213997
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-11-23,2020-11-23 06:00:00,-97.72123592975738,30.27980621362456
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-02-29,2020-02-29 22:53:00,-97.72981945253903,30.267392535848842
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-02-23,2020-02-23 21:24:00,-97.73172882723613,30.251212526089034
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-06-06,2020-06-06 23:16:00,-97.72284423694514,30.254433976048315
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-09-11,2020-09-11 02:32:00,-97.74175970594051,30.27206539665026
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-12-20,2020-12-20 01:17:00,-97.73939201929942,30.267138378343233
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-02-09,2020-02-09 00:30:00,-97.73537016263064,30.268118528331435
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-06-01,2020-06-01 00:44:00,-97.73495193370569,30.266822885826688
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-02-22,2020-02-22 00:55:00,-97.73850977197039,30.265893861335346
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-05-29,2020-05-29 13:24:00,-97.73738369959729,30.26099194155632
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-11-22,2020-11-22 05:06:00,-97.77336602109399,30.228129035470197
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-02-15,2020-02-15 02:38:00,-97.75299858890568,30.240899902289694
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-11-23,2020-11-23 02:24:00,-97.87996648445461,30.252066095194483
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-08-23,2020-08-23 17:15:00,-97.7909301356892,30.237436638165526
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-11-26,2020-11-26 00:13:00,-97.66436299449163,30.29022995493933
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-07-10,2020-07-10 17:01:00,-97.69076247093311,30.272316497636382
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-07-25,2020-07-25 15:54:00,-97.7042780675785,30.251914538407057
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-08-04,2020-08-04 12:24:00,-97.68296885643144,30.317162769498136
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-06-15,2020-06-15 22:11:00,-97.64624925395262,30.28355302977733
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-10-05,2020-10-05 02:52:00,-97.65805590307991,30.284861700925795
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-02-03,2020-02-03 04:47:00,-97.72422735165846,30.23678016456578
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-07-14,2020-07-14 15:33:00,-97.71209403329057,30.21268690500287
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-02-24,2020-02-24 16:26:00,-97.7034416904236,30.224930106635085
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-01-14,2020-01-14 15:17:00,-97.69557624491729,30.225794239825426
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-01-14,2020-01-14 15:17:00,-97.69557624491729,30.225794239825426
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-04-26,2020-04-26 23:44:00,-97.70219546774536,30.22463772601215
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-03-16,2020-03-16 17:53:00,-97.75701742027285,30.219561256340263
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-05-02,2020-05-02 01:30:00,-97.75438973074874,30.220003427425148
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-12-04,2020-12-04 18:42:00,-97.74596373072131,30.235917413544907
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-02-06,2020-02-06 05:55:00,-97.75364865088453,30.238027899441512
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-04-21,2020-04-21 21:27:00,-97.78612573420308,30.20030281113443
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-11-15,2020-11-15 15:35:00,-97.78677853488702,30.199441199849183
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-08-05,2020-08-05 22:38:00,-97.7453782372441,30.194056580764553
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-11-12,2020-11-12 22:17:00,-97.7523289779479,30.18725783148013
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-05-06,2020-05-06 01:08:00,-97.74505802454362,30.191118262844995
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-04-03,2020-04-03 21:57:00,-97.76205709449813,30.197511478432965
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-08-20,2020-08-20 21:03:00,-97.78352884898416,30.1931250897711
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-07-31,2020-07-31 01:37:00,-97.79897192427399,30.171553146226294
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-07-31,2020-07-31 01:37:00,-97.79897192427399,30.171553146226294
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-03-30,2020-03-30 05:44:00,-97.7991873884858,30.161043068575548
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-08-21,2020-08-21 20:33:00,-97.7389672997932,30.169044651937217
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-04-23,2020-04-23 23:43:00,-97.76630656177687,30.188319943924952
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-12-22,2020-12-22 22:06:00,-97.76552590641847,30.183862537762707
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-06-27,2020-06-27 01:38:00,-97.76363684671885,30.18740003854796
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-04-05,2020-04-05 18:50:00,-97.74689992419592,30.17967289594218
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-12-09,2020-12-09 23:50:00,-97.74689992419592,30.17967289594218
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-07-19,2020-07-19 23:53:00,-97.7749660168808,30.19259673443259
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-09-06,2020-09-06 23:31:00,-97.71658739268418,30.20556464786382
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-03-31,2020-03-31 22:41:00,-97.71658739268418,30.20556464786382
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-07-30,2020-07-30 02:41:00,-97.7383731403336,30.16901060545379
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-04-05,2020-04-05 10:27:00,-97.81360165420091,30.47531087843287
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-04-29,2020-04-29 21:30:00,-97.80340169062761,30.215507910228666
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-02-13,2020-02-13 10:44:00,-97.86148261733834,30.18309995773067
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-12-19,2020-12-19 22:32:00,-97.82838764341803,30.185946778960567
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-10-24,2020-10-24 03:27:00,-97.74370872939336,30.388760929244178
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-08-22,2020-08-22 21:09:00,-97.74598345885359,30.394079259277778
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-04-20,2020-04-20 02:07:00,-97.74549770265524,30.400356779507746
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-07-10,2020-07-10 19:45:00,-97.69949737632093,30.33890960017773
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-11-14,2020-11-14 02:01:00,-97.71374911413564,30.34888560283644
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-05-06,2020-05-06 14:08:00,-97.71947503247965,30.361571624415188
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-01-03,2020-01-03 22:13:00,-97.70405773107393,30.363784088088753
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-03-10,2020-03-10 22:19:00,-97.71738412468285,30.37306129979631
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-06-12,2020-06-12 19:24:00,-97.71351354395495,30.36981937502511
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-09-01,2020-09-01 20:08:00,-97.68739308907283,30.37617293046836
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-09-01,2020-09-01 20:08:00,-97.68739308907283,30.37617293046836
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-10-26,2020-10-26 20:53:00,-97.72050080478637,30.419240306959832
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-05-23,2020-05-23 16:20:00,-97.67738840840634,30.351748951812908
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-07-01,2020-07-01 03:21:00,-97.67594385597239,30.417651538414738
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-04-29,2020-04-29 23:47:00,-97.67258301750134,30.42328898275507
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-01-17,2020-01-17 11:13:00,-97.69756256305955,30.415644043303182
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-05-21,2020-05-21 02:10:00,-97.64924579728773,30.386745083698127
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-01-14,2020-01-14 19:09:00,-97.6386390472795,30.404152918079713
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-02-08,2020-02-08 01:43:00,-97.78903394505488,30.228977544628755
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-05-18,2020-05-18 20:42:00,-97.71674995183291,30.25439216248402
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-02-27,2020-02-27 15:17:00,-97.73772946589848,30.261565517520022
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-10-05,2020-10-05 20:50:00,-97.78852251741445,30.229635709005912
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-02-28,2020-02-28 08:17:00,-97.72604423906881,30.23154750026816
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-03-13,2020-03-13 16:45:00,-97.81298059068807,30.174263730705167
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-04-04,2020-04-04 22:52:00,-97.83008315503214,30.21324894181274
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-02-10,2020-02-10 00:21:00,-97.69854742331218,30.363126433303815
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-11-15,2020-11-15 12:48:00,-97.6990780098386,30.359493077244966
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-03-03,2020-03-03 18:07:00,-97.69962060385292,30.358206041240994
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-01-30,2020-01-30 12:25:00,-97.65711098928253,30.402383202409514
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,NO = 2,No Search,No Search,HISPANIC OR LATINO,2020-10-03,2020-10-03 13:34:00,-97.63568802242293,30.402454407122935
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,YES = 1,CONSENT,CASH,HISPANIC OR LATINO,2020-12-12,2020-12-12 05:50:00,-97.82951777071945,30.172388040538614
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,YES = 1,CONSENT,DRUGS,HISPANIC OR LATINO,2020-09-27,2020-09-27 02:54:00,-97.7360025928101,30.231656314742423
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,YES = 1,CONTRABAND/EVIDENCE IN PLAIN VIEW,DRUGS,HISPANIC OR LATINO,2020-05-23,2020-05-23 23:22:00,-97.75125402082342,30.26965799788792
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,YES = 1,CONTRABAND/EVIDENCE IN PLAIN VIEW,NOTHING,HISPANIC OR LATINO,2020-02-19,2020-02-19 00:00:00,-97.76415436068356,30.224611199544995
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,YES = 1,FRISK FOR SAFETY,NOTHING,HISPANIC OR LATINO,2020-03-01,2020-03-01 00:56:00,-97.76971709229133,30.226947673355777
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,YES = 1,FRISK FOR SAFETY,NOTHING,HISPANIC OR LATINO,2020-02-21,2020-02-21 23:56:00,-97.78235941267769,30.243652466145278
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,YES = 1,FRISK FOR SAFETY,NOTHING,HISPANIC OR LATINO,2020-03-04,2020-03-04 20:46:00,-97.77228949177648,30.19061250791437
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,YES = 1,FRISK FOR SAFETY,NOTHING,HISPANIC OR LATINO,2020-06-17,2020-06-17 21:44:00,-97.75365384223272,30.182575991446654
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,YES = 1,FRISK FOR SAFETY,NOTHING,HISPANIC OR LATINO,2020-11-22,2020-11-22 02:57:00,-97.78144938797163,30.36847161857557
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,YES = 1,FRISK FOR SAFETY,NOTHING,HISPANIC OR LATINO,2020-04-19,2020-04-19 05:49:00,-97.65120094947699,30.389792175648
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,YES = 1,FRISK FOR SAFETY,NOTHING,HISPANIC OR LATINO,2020-05-23,2020-05-23 00:18:00,-97.7422201659126,30.28914609547585
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,YES = 1,FRISK FOR SAFETY,OTHER,HISPANIC OR LATINO,2020-05-29,2020-05-29 18:19:00,-97.66944789492673,30.374583087047327
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,YES = 1,INCIDENTAL TO ARREST,CASH,HISPANIC OR LATINO,2020-02-09,2020-02-09 04:41:00,-97.77115735663497,30.224231677535585
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,YES = 1,INCIDENTAL TO ARREST,CASH,HISPANIC OR LATINO,2020-02-26,2020-02-26 11:30:00,-97.64264811125587,30.30257628130382
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,YES = 1,INCIDENTAL TO ARREST,CASH,HISPANIC OR LATINO,2020-02-13,2020-02-13 22:02:00,-97.73190865560703,30.15223168466222
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,YES = 1,INCIDENTAL TO ARREST,CASH,HISPANIC OR LATINO,2020-11-28,2020-11-28 23:01:00,-97.70550096440186,30.369251163006076
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,YES = 1,INCIDENTAL TO ARREST,CASH,HISPANIC OR LATINO,2020-08-05,2020-08-05 04:36:00,-97.70915995445368,30.306353553995997
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,YES = 1,INCIDENTAL TO ARREST,CASH,HISPANIC OR LATINO,2020-10-13,2020-10-13 02:06:00,-97.80470924446612,30.23233530057244
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,YES = 1,INCIDENTAL TO ARREST,CASH,HISPANIC OR LATINO,2020-09-20,2020-09-20 01:34:00,-97.79026979953186,30.230877797732663
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,YES = 1,INCIDENTAL TO ARREST,CASH,HISPANIC OR LATINO,2020-09-20,2020-09-20 22:22:00,-97.78481496879218,30.2346280633066
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,YES = 1,INCIDENTAL TO ARREST,CASH,HISPANIC OR LATINO,2020-12-23,2020-12-23 19:03:00,-97.77738910769897,30.22379237961771
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,YES = 1,INCIDENTAL TO ARREST,CASH,HISPANIC OR LATINO,2020-12-05,2020-12-05 02:41:00,-97.69212129350286,30.24894161793331
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,YES = 1,INCIDENTAL TO ARREST,CASH,HISPANIC OR LATINO,2020-07-05,2020-07-05 02:21:00,-97.64534561532155,30.28789346617408
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,YES = 1,INCIDENTAL TO ARREST,CASH,HISPANIC OR LATINO,2020-03-09,2020-03-09 05:40:00,-97.65191561833512,30.2922227063481
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,YES = 1,INCIDENTAL TO ARREST,CASH,HISPANIC OR LATINO,2020-02-16,2020-02-16 15:39:00,-97.69540776422569,30.234745946706983
